mass,x,y,z,vx,vy,vz
20000.0,48.0,0.0,0.0,0.0,19.364916731037084,0.0
30000.0,-32.0,0.0,0.0,0.0,-15.811388300841896,0.0
1.0,165.03503455135248,104.25511343841964,12.269779071038043,8.53909563395851,-13.517322043105803,0.0
1.0,-20.5263827677234,-146.92186614273578,-54.63375124964146,-17.613116650237775,2.4607199975537335,0.0
1.0,-64.58834617901974,104.07579773132021,120.91639817382719,14.481977390120816,8.987362954878163,-0.0
1.0,52.72534726207471,-4.167043032740703,-115.90046795600648,-1.5608463019565182,-19.749295278876826,0.0
1.0,138.69508632957624,-47.73860171714141,135.67912927610737,-5.148398142606228,-14.95765479430466,0.0
1.0,8.261709556893338,141.12947807715582,-27.941846821483818,18.59521192581602,-1.0885623767132637,0.0
1.0,17.094329823666083,-35.572453012732886,-118.50196198955663,-18.033716288344806,-8.666096039793516,0.0
1.0,-50.54602846961877,-81.90554913038815,-126.76581942854185,-15.083114433774826,9.308179234186243,0.0
1.0,-110.39136771495404,-48.023904669220585,-78.59823134107371,-7.439328553823383,17.100601452422527,0.0
1.0,1.405554834648177,2.1125820700738362,-133.0805632888532,16.13639492800329,-10.7359558836238,0.0
1.0,49.95955339788835,21.037978945188552,94.25122060025396,8.322444148595945,-19.763571107566584,0.0
1.0,31.796654798583624,76.13484079288868,71.44127175286697,19.750706476901097,-8.248607199200086,0.0
1.0,15.517714666665976,-23.300602916866954,189.6514580785904,-13.441691361551541,-8.951885576958812,0.0
1.0,-34.6519496481574,28.013809250829087,109.94710644419291,12.906700285102561,15.96506652839425,-0.0
1.0,112.13555021815161,66.37185069963992,-83.3451223459378,9.15772425132107,-15.472017682845328,0.0
1.0,104.06888724530293,-6.397676209905727,143.6620928900516,-1.0298048600549163,-16.75149575400273,0.0
1.0,18.84781166751966,171.5874836552233,70.25040099020585,16.28156934534373,-1.7884285388164354,0.0
1.0,-43.88108023163781,-46.534642439925214,106.09225836180167,-14.616469994157287,13.782989594149191,0.0
1.0,-12.966752019910583,-52.03409195688926,-145.44778750830437,-17.426519310139476,4.342640487547592,0.0
1.0,62.98862889484796,90.77477681124721,-77.49060238659999,15.814032904819065,-10.97335939524054,0.0
1.0,50.7749536004435,-148.36070124578362,121.07537798784487,-15.030673949614929,-5.144096556343167,0.0
1.0,-90.04725337184675,-45.391719239634746,-46.72604215221703,-9.54746076512287,18.940076141114737,0.0
1.0,60.00642058637895,-127.1498604839906,16.19929635814151,-16.998060176684703,-8.021973002818577,0.0
1.0,19.947845644166435,156.1033107374072,99.0164578328915,16.266406319371377,-2.078621913342663,0.0
1.0,54.638448074610736,-101.2246127231724,67.64161856171185,-17.033865853450312,-9.194443623004075,0.0
1.0,85.92735297618529,96.93070032240722,123.28207019165693,12.5127031148951,-11.092290199736203,0.0
1.0,87.08453401330415,-43.28308578880122,-77.48680301330516,-8.925066196022032,-17.957019850917572,0.0
1.0,-9.509087418344828,-15.908259924053652,-107.85049637438242,-18.347472604165198,10.967115305608914,0.0
1.0,11.222616329724438,-144.46923359248234,-129.55806143297994,-15.990263574588159,-1.2421509316991977,0.0
1.0,-15.976017270702988,-100.04229454924247,64.39005750136295,-20.153594438577272,3.2183805286370473,0.0
1.0,-33.098333066148165,-124.35243578623404,-78.9736954788531,-17.585625667001093,4.680687529945756,0.0
1.0,-93.07231689612071,-16.217550810545234,-97.1913745618822,-3.296992259319126,18.921396451791978,0.0
1.0,-68.74395836749919,-39.56385262946593,-89.3009964901751,-10.205855918659475,17.733129807851398,0.0
1.0,33.65898152599329,91.30878970333255,62.55384501146706,19.506415380833957,-7.190611956144223,0.0
1.0,29.75045791059281,103.82650212555123,-16.195011012788726,20.569068273353384,-5.893863198690139,0.0
1.0,-61.75669738899681,-125.82875369917801,-22.98999946372564,-16.842802088959033,8.266439913068941,0.0
1.0,38.96099878231711,8.872356045198336,92.25831815771457,4.95160518796452,-21.743884343235706,0.0
1.0,7.65973654231111,79.38720776035758,-53.91938746974794,22.684164708152668,-2.1886992910916607,0.0
1.0,-77.54730128319069,94.48711435574927,133.7853273717586,12.839894710114638,10.53793620769117,-0.0
1.0,-62.58225093869362,-41.3821689888142,-157.16760849961707,-9.34568725043461,14.133482100934405,0.0
1.0,-38.138410357575246,90.54269073560229,135.89093044724487,15.913608562193103,6.703133391374868,-0.0
1.0,-20.265627772588083,11.184478059662922,126.66105958502831,9.521728436007637,17.252821562744753,-0.0
1.0,86.4240842739353,-13.012343073809223,55.27839705086969,-3.2737956052652892,-21.743569600049003,0.0
1.0,-14.004769279500822,9.597274795828604,-111.73601741895958,11.88995252940169,17.35034637029077,-0.0
1.0,-29.431933570033053,-57.163786455161976,-123.3681438003831,-16.855180606683525,8.678231214021025,0.0
1.0,-75.87392626263602,36.50411246442471,55.40458517787649,9.656249256302537,20.0705480720932,-0.0
1.0,-79.28123596802872,-21.3186151544313,-89.09553448873184,-5.275301758498289,19.618180659878636,0.0
1.0,75.91007229158967,165.57735447371874,-66.89337946957404,14.59183329241324,-6.689725920640484,0.0
1.0,-81.92641553175338,48.99036113355271,-12.602762446794552,11.695246632190369,19.55792145975724,-0.0
1.0,136.80915870504364,-5.307733845863072,12.704564210726794,-0.7392657639818502,-19.05489803499228,0.0
1.0,66.16115693370676,-130.44638246268403,-102.98352642012905,-14.910454450171573,-7.562439817853036,0.0
1.0,27.004887323163416,133.47512301377543,70.84708440343266,17.68928650871494,-3.578923009838324,0.0
1.0,-59.17322747266559,104.38282374075604,60.996484884892446,16.76671139683457,9.504824566899003,-0.0
1.0,-63.36792701630023,-8.72232689078917,-136.78752123324898,-2.48128736868464,18.026615931044272,0.0
1.0,45.75186335587283,46.662563486713466,89.36766481524006,15.174341363359941,-14.878188009741313,0.0
1.0,63.43919780624188,-58.973200819940644,-43.55519126141586,-15.461981003268814,-16.632905416438813,0.0
1.0,-15.931781203730251,-1.8484731636464533,-184.03219847598072,-1.8961020875722863,16.34228951398269,0.0
1.0,-47.57756778075417,75.29991586102278,91.29419147790233,16.738085765187,10.575807434938671,-0.0
1.0,-72.20459539121462,38.234646893539775,173.30689125685444,7.559718534249666,14.27622490033224,-0.0
1.0,-174.44545123164554,70.12527537556414,37.7587757070708,6.022624013696079,14.982035479234005,-0.0
1.0,-10.71184524305708,-156.42309042066722,121.20862548733187,-15.84679793965058,1.0851879135684497,0.0
1.0,-17.77615298580047,0.5263357923466432,116.83785916389225,0.6087532642851012,20.55967181766448,-0.0
1.0,63.373477125324534,-157.16885674948188,26.209405640069928,-15.836768604838216,-6.385686793647056,0.0
1.0,-47.22644537098699,87.72085685561308,-37.71541525930592,19.076075218516223,10.27002307652959,-0.0
1.0,-2.96249035169455,0.9666099694477848,-133.409120300211,6.004258489126784,18.40200122628578,-0.0
1.0,2.7686910436833156,-1.132524906199193,151.92872737276036,-6.86754268476889,-16.789126507817585,0.0
1.0,-1.0577759616484739,-114.40842210541305,-13.404905619043776,-20.832812878631486,0.1926121195538673,0.0
1.0,66.73340551449277,-68.53647681665568,-78.80181736406008,-14.39070271990741,-14.012109242427735,0.0
1.0,-45.24105140728701,-36.03481580023965,107.57813649150869,-12.605566678158402,15.826058145155155,0.0
1.0,74.8477590001824,3.9974142558579726,-134.69704276946146,0.9605026846284112,-17.984494189648434,0.0
1.0,38.03770402245082,-143.0729809424823,71.9006293029653,-16.844828709904736,-4.478403990434965,0.0
1.0,-113.61245182364411,-61.80723069188203,-90.40192256952882,-8.50651286381161,15.636451789028975,0.0
1.0,24.304191948411372,56.71937351026233,86.52161992983594,19.937499510466093,-8.543197589903784,0.0
1.0,-73.08659875578684,-9.406428289028558,-143.7205961537766,-2.2459690556633713,17.45085745039309,0.0
1.0,-117.872328016474,35.610450511691404,-143.39295110994917,4.703766795897942,15.569697510483604,-0.0
1.0,93.04499677644034,-101.57115156829092,-62.63184419928396,-13.403905043444578,-12.278745315991486,0.0
1.0,-64.98782101757244,74.5261199746311,73.8073930990685,15.171841914602641,13.230058765822399,-0.0
1.0,-109.23611636433904,78.12926549705696,18.013967991155614,11.174927585622875,15.624179778730227,-0.0
1.0,44.53710474688953,-13.778227730928055,-162.68740032429002,-5.080000296359294,-16.420726216139002,0.0
1.0,72.8184462883873,10.655260352329917,80.24767652393257,3.1025946977431826,-21.203247774499044,0.0
1.0,-151.31982369460334,20.91986842530016,-58.55495238900203,2.3941379591988086,17.317534055251745,-0.0
1.0,-32.68272504391244,16.878840954990046,111.75396296449816,9.459540230597636,18.31663401668879,-0.0
1.0,-166.14099577225556,26.808034138970225,-87.29605952145693,2.5869674467729586,16.032557456813908,-0.0
1.0,16.404732591209285,125.47392727141221,58.33737973385594,18.78296801756729,-2.455725857140933,0.0
1.0,-118.90351678882972,62.87957700897134,-13.90561285734572,8.989332146627074,16.998575000979077,-0.0
1.0,-71.19544010109489,-70.9057891828209,157.3508439995873,-11.548204751146853,11.59537929287519,0.0
1.0,108.0374039923384,68.98895689292638,-6.367930075123026,10.622773778905374,-16.635371137036156,0.0
1.0,134.73244723469878,-47.77977282003134,107.47020421165652,-5.588501066109918,-15.758811324758797,0.0
1.0,-67.85078301612063,21.47411408341843,129.5386151751464,5.549804178639892,17.535464217246588,-0.0
1.0,0.8870345218875133,136.35231072743497,118.59608574581449,16.63332899156242,-0.10820745868342381,0.0
1.0,-71.17649785869726,11.642298899809495,135.57492504507806,2.912779843968491,17.80760570667639,-0.0
1.0,-67.41642402476121,-117.41520560742615,-95.06155938621261,-15.076546522958914,8.656518105663078,0.0
1.0,-54.683397045423305,49.27600162757243,-77.41998210105778,14.482454237546287,16.071713797914576,-0.0
1.0,-0.5547368122650199,20.198558330299416,-184.6051610227361,16.40235858301319,0.4504773046262082,-0.0
1.0,-110.20141978124983,-79.87309217986159,86.8200971601871,-10.328001523753864,14.249610229908589,0.0
1.0,-82.39510940433327,49.279599847615415,82.69122385455809,10.196303783421271,17.048140982327105,-0.0
1.0,5.704514144822246,-27.742924058561364,-96.64592074364735,-21.82503925068138,-4.48767566295493,0.0
1.0,-10.540519322279621,-15.207584563524325,140.54025567897241,-15.435799168633281,10.698697002944769,0.0
